id,line,route_id,vehicle_type,bearing,delay,longitude,latitude,last_update
31001,S3,4966,5,270,3,16.495918,49.314575,2025-03-09T07:55:21.079Z
21782,817,305,4,225,0,16.05674,48.851776,2025-03-09T07:55:21.079Z
3673,25,4020,1,225,1,16.647892,49.208145,2025-03-09T07:55:21.079Z
21564,231,251,4,45,2,16.711557,49.351105,2025-03-09T07:55:21.079Z
1935,6,4029,0,180,0,16.604176,49.207699,2025-03-09T07:55:21.080Z
7036,64,4022,2,225,0,16.654566,49.126675,2025-03-09T07:55:21.080Z
21791,920,203,4,180,0,17.315876,48.898354,2025-03-09T07:55:21.079Z
1820,5,4019,0,270,0,16.627815,49.217197,2025-03-09T07:55:21.080Z
21773,804,312,4,225,0,16.057547,48.852852,2025-03-09T07:55:21.080Z
2040,78,4025,2,270,0,16.688883,49.17709,2025-03-09T07:55:21.078Z
2635,44,4023,2,45,0,16.642017,49.202328,2025-03-09T07:55:21.078Z
22041,514,306,4,180,0,16.604836,49.084583,2025-03-09T07:55:21.079Z
2023,84,4021,2,225,0,16.59371,49.190666,2025-03-09T07:55:21.079Z
7701,41,4005,2,180,0,16.594776,49.230705,2025-03-09T07:55:21.079Z
2679,44,4019,2,180,0,16.559668,49.214397,2025-03-09T07:55:21.079Z
30454,S91,2703,5,315,1,17.208771,48.89616,2025-03-09T07:55:21.080Z
7072,58,4009,2,270,0,16.673853,49.200733,2025-03-09T07:55:21.079Z
21690,108,308,4,90,0,16.52239,48.9809,2025-03-09T07:55:21.080Z
21041,105,387,4,135,0,16.568531,48.861092,2025-03-09T07:55:21.080Z
7095,46,4018,2,225,1,16.615747,49.209595,2025-03-09T07:55:21.080Z
30054,R13,814,5,315,1,16.810484,48.876762,2025-03-09T07:55:21.076Z
1927,6,4031,0,180,0,16.594824,49.230713,2025-03-09T07:55:21.080Z
21226,405,405,4,270,0,16.445467,49.189987,2025-03-09T07:55:31.105Z
1841,1,4035,0,270,0,16.59598,49.188908,2025-03-09T07:55:31.105Z
21780,231,206,4,180,1,16.756222,49.351383,2025-03-09T07:55:31.105Z
1810,5,4016,0,135,0,16.598152,49.164429,2025-03-09T07:55:31.105Z
31005,S2,4712,5,225,0,16.613422,49.190651,2025-03-09T07:55:31.105Z
1736,8,4024,0,45,0,16.67609,49.203506,2025-03-09T07:55:31.105Z
1224,3,4022,0,45,0,16.606836,49.197926,2025-03-09T07:55:31.106Z
7069,40,4014,2,270,1,16.575472,49.173721,2025-03-09T07:55:31.105Z
30346,R8,1107,5,90,2,17.205978,49.346367,2025-03-09T07:55:31.105Z
21103,512,304,4,45,0,16.478851,49.050327,2025-03-09T07:55:31.105Z
1902,9,4020,0,45,1,16.623201,49.226295,2025-03-09T07:55:31.106Z
3676,27,4305,1,45,0,16.646378,49.207363,2025-03-09T07:55:31.106Z
30055,S2,4013,5,180,1,16.636747,49.370487,2025-03-09T07:55:31.106Z
3303,38,4014,1,315,0,16.60585,49.198887,2025-03-09T07:55:31.106Z
1853,1,4032,0,135,0,16.508072,49.21822,2025-03-09T07:55:31.106Z
30049,S21,14744,5,-1,1,16.611706,49.478794,2025-03-09T07:55:31.106Z
21786,804,313,4,225,1,16.083557,48.838211,2025-03-09T07:55:31.106Z
21923,655,265,4,180,1,17.024937,49.055817,2025-03-09T07:55:31.106Z
3635,27,4308,1,0,0,16.688663,49.209194,2025-03-09T07:55:31.106Z
21060,504,307,4,180,0,16.604019,49.089664,2025-03-09T07:55:31.106Z
3675,27,4303,1,90,0,16.670704,49.201748,2025-03-09T07:55:31.106Z
21063,806,305,4,180,0,16.043993,48.863892,2025-03-09T07:55:31.106Z
2681,44,4017,2,-1,0,16.615665,49.184814,2025-03-09T07:55:31.106Z
1569,6,4022,0,0,1,16.594986,49.186653,2025-03-09T07:55:31.106Z
1947,2,4029,0,180,0,16.641186,49.201805,2025-03-09T07:55:31.106Z
7102,67,4014,2,180,5,16.560165,49.216885,2025-03-09T07:55:31.106Z
7107,67,4019,2,45,0,16.559334,49.21159,2025-03-09T07:55:31.106Z
30131,S82,2206,5,0,0,16.059471,48.853004,2025-03-09T07:55:31.106Z
2637,44,4021,2,225,0,16.61936,49.223965,2025-03-09T07:55:31.106Z
3680,25,4015,1,180,1,16.642204,49.207455,2025-03-09T07:55:31.106Z
21961,403,117,4,315,0,16.510376,49.169746,2025-03-09T07:55:31.106Z
21733,258,222,4,270,0,16.603813,49.467648,2025-03-09T07:55:31.106Z
21368,610,208,4,0,0,16.766724,49.103313,2025-03-09T07:55:31.107Z
21918,201,282,4,270,0,16.764929,49.288483,2025-03-09T07:55:31.107Z
7099,64,4020,2,45,0,16.653881,49.136742,2025-03-09T07:55:31.107Z
1127,1,4039,0,135,0,16.610025,49.19817,2025-03-09T07:55:31.107Z
1937,12,3027,0,135,1,16.595028,49.208561,2025-03-09T07:55:31.107Z
21612,750,303,4,225,0,16.966837,49.304646,2025-03-09T07:55:31.107Z
21553,302,204,4,135,1,16.512941,49.254776,2025-03-09T07:55:31.107Z
3317,36,4018,1,315,0,16.56395,49.216194,2025-03-09T07:55:31.106Z
21106,505,403,4,0,0,16.601196,49.062859,2025-03-09T07:55:31.106Z
21498,802,306,4,315,0,16.04192,48.867233,2025-03-09T07:55:31.106Z
30459,S91,22752,5,225,0,17.242657,48.871368,2025-03-09T07:55:31.106Z
21215,165,203,4,225,1,16.714808,48.95842,2025-03-09T07:55:31.107Z
1913,7,4002,0,45,0,16.612143,49.191307,2025-03-09T07:55:31.107Z
1835,1,4031,0,225,1,16.521061,49.227818,2025-03-09T07:55:31.107Z
21527,48,304,4,315,2,16.620188,49.181904,2025-03-09T07:55:31.107Z
1711,8,4033,0,225,1,16.633512,49.192539,2025-03-09T07:55:31.108Z
7827,E76,4010,2,225,0,16.614552,49.193531,2025-03-09T07:55:31.108Z
1922,9,4025,0,45,0,16.612621,49.191505,2025-03-09T07:55:31.106Z
3321,30,4016,1,0,0,16.622738,49.257038,2025-03-09T07:55:31.106Z
7536,65,4006,2,180,0,16.576782,49.23156,2025-03-09T07:55:31.106Z
21152,815,411,4,-1,0,16.056616,48.851753,2025-03-09T07:55:31.106Z
1945,3,4028,0,45,0,16.519222,49.22562,2025-03-09T07:55:31.106Z
21582,336,107,4,315,2,16.332958,49.360722,2025-03-09T07:55:31.106Z
21789,804,311,4,270,0,16.030636,48.879398,2025-03-09T07:55:31.106Z
1724,8,4030,0,180,0,16.567301,49.175823,2025-03-09T07:55:31.106Z
31027,S3,4967,5,180,0,16.597733,49.056854,2025-03-09T07:55:31.107Z
3065,32,4002,1,315,1,16.59794,49.205223,2025-03-09T07:55:31.107Z
30237,S81,24805,5,225,1,16.059471,48.853004,2025-03-09T07:55:31.107Z
21044,819,205,4,225,0,16.063984,48.854675,2025-03-09T07:55:31.107Z
7534,302,4016,2,0,0,16.531038,49.227661,2025-03-09T07:55:31.107Z
21934,304,237,4,180,0,16.533821,49.300312,2025-03-09T07:55:31.107Z
3625,36,4011,1,225,1,16.571329,49.220287,2025-03-09T07:55:31.107Z
21317,807,303,4,135,1,16.053255,48.856495,2025-03-09T07:55:31.108Z
7535,69,4008,2,180,0,16.584946,49.170574,2025-03-09T07:55:31.108Z
7077,40,4016,2,0,0,16.621908,49.176758,2025-03-09T07:55:31.108Z
1128,1,4034,0,180,0,16.508129,49.218319,2025-03-09T07:55:31.108Z
7058,x4,4022,2,315,1,16.585205,49.200172,2025-03-09T07:55:31.108Z
7677,47,4002,2,45,0,16.612452,49.184994,2025-03-09T07:55:31.109Z
21130,612,106,4,0,0,16.717747,49.099812,2025-03-09T07:55:31.109Z
3685,25,4902,1,135,0,16.560587,49.204483,2025-03-09T07:55:31.109Z
7803,42,4007,2,135,1,16.581453,49.258846,2025-03-09T07:55:31.109Z
21659,256,271,4,270,1,16.605679,49.480202,2025-03-09T07:55:31.109Z
30351,R8,1104,5,0,1,16.607336,49.18121,2025-03-09T07:55:31.109Z
21012,104,203,4,270,0,16.521852,48.98069,2025-03-09T07:55:31.109Z
1938,2,4028,0,0,0,16.600302,49.156013,2025-03-09T07:55:31.110Z
31014,S3,4964,5,90,8,16.208408,49.324928,2025-03-09T07:55:31.111Z
3619,25,4018,1,225,0,16.594889,49.190895,2025-03-09T07:55:31.111Z
31028,S3,4640,5,45,2,16.631161,49.196617,2025-03-09T07:55:31.111Z
21014,935,207,4,90,0,17.488886,48.85984,2025-03-09T07:55:31.111Z
3682,25,4019,1,270,0,16.566528,49.169476,2025-03-09T07:55:31.111Z
2662,50,4016,2,270,0,16.521631,49.195248,2025-03-09T07:55:31.111Z
7051,52,4010,2,90,0,16.593742,49.189899,2025-03-09T07:55:31.111Z
1934,9,4026,0,225,0,16.653996,49.196247,2025-03-09T07:55:31.111Z
21464,260,205,4,180,1,16.736967,49.409275,2025-03-09T07:55:31.111Z
21916,819,301,4,0,0,16.056747,48.851772,2025-03-09T07:55:31.106Z
21730,224,222,4,90,0,16.622301,49.356907,2025-03-09T07:55:31.106Z
21597,803,306,4,315,0,16.052206,48.859692,2025-03-09T07:55:31.106Z
21875,109,606,4,270,0,16.864588,48.995167,2025-03-09T07:55:31.106Z
21120,813,201,4,315,0,16.057991,48.853775,2025-03-09T07:55:31.106Z
21052,233,262,4,270,2,16.731438,49.414402,2025-03-09T07:55:31.106Z
21669,934,261,4,315,0,17.372255,48.944145,2025-03-09T07:55:31.106Z
1823,4,4022,0,0,0,16.626253,49.202164,2025-03-09T07:55:31.106Z
3324,37,4025,1,180,0,16.567652,49.175251,2025-03-09T07:55:31.106Z
30019,S41,4407,5,45,0,16.60586,49.162289,2025-03-09T07:55:31.106Z
31016,S3,4921,5,315,0,16.417818,49.347271,2025-03-09T07:55:31.107Z
7054,69,4009,2,135,0,16.528019,49.173851,2025-03-09T07:55:31.106Z
1929,9,4022,0,45,0,16.61853,49.202904,2025-03-09T07:55:31.107Z
7061,84,4015,2,135,1,16.620735,49.224186,2025-03-09T07:55:31.107Z
1850,5,4012,0,90,0,16.604736,49.192211,2025-03-09T07:55:31.107Z
7094,57,4016,2,0,0,16.62281,49.254532,2025-03-09T07:55:31.107Z
30457,S91,2706,5,225,0,17.388941,48.953289,2025-03-09T07:55:31.107Z
1904,6,4024,0,135,1,16.558741,49.168335,2025-03-09T07:55:31.107Z
21331,312,353,4,135,2,16.337946,49.309658,2025-03-09T07:55:31.107Z
21038,163,133,4,225,3,16.352133,49.351372,2025-03-09T07:55:31.108Z
30037,S61,24115,5,45,0,17.31555,48.977978,2025-03-09T07:55:31.108Z
3320,37,4021,1,270,0,16.552702,49.177647,2025-03-09T07:55:31.108Z
3679,31,4017,1,315,3,16.652409,49.186489,2025-03-09T07:55:31.108Z
30146,R9,975,5,135,1,16.155413,49.336906,2025-03-09T07:55:31.108Z
21481,312,208,4,270,1,16.355536,49.284447,2025-03-09T07:55:31.108Z
1082,1,4028,0,90,0,16.580664,49.190292,2025-03-09T07:55:31.108Z
1845,7,4003,0,225,0,16.596695,49.178432,2025-03-09T07:55:31.108Z
2663,55,4009,2,90,2,16.669889,49.203167,2025-03-09T07:55:31.108Z
21855,562,109,4,315,0,16.848133,48.764839,2025-03-09T07:55:31.108Z
22037,667,267,4,135,1,17.179523,49.032387,2025-03-09T07:55:31.108Z
1825,1,4030,0,45,1,16.545719,49.219288,2025-03-09T07:55:31.111Z
2678,78,4031,2,0,0,16.635735,49.201855,2025-03-09T07:55:31.112Z
2670,49,4010,2,180,0,16.616659,49.166016,2025-03-09T07:55:31.112Z
7728,72,4005,2,135,0,16.577499,49.224453,2025-03-09T07:55:31.112Z
21774,201,207,4,315,0,16.743551,49.322727,2025-03-09T07:55:31.112Z
3623,26,4010,1,180,1,16.562119,49.180248,2025-03-09T07:55:31.112Z
1943,9,4023,0,90,1,16.643824,49.194962,2025-03-09T07:55:31.112Z
30050,R19,863,5,225,0,16.650576,49.223053,2025-03-09T07:55:31.112Z
21029,233,251,4,45,0,16.694088,49.367634,2025-03-09T07:55:31.112Z
30013,S2,4010,5,315,1,16.646511,49.353184,2025-03-09T07:55:31.112Z
22017,xS3,4927,4,90,0,16.081741,49.384354,2025-03-09T07:55:31.112Z
30076,S4,4809,5,90,1,16.486334,49.154102,2025-03-09T07:55:31.112Z
21970,569,104,4,225,1,16.871395,48.754509,2025-03-09T07:55:31.113Z
2017,78,4024,2,135,0,16.634212,49.13921,2025-03-09T07:55:31.113Z
1710,8,4028,0,45,0,16.60214,49.18409,2025-03-09T07:55:31.113Z
21876,201,209,4,90,4,16.668961,49.205776,2025-03-09T07:55:31.113Z
3306,38,4013,1,-1,0,16.570549,49.199657,2025-03-09T07:55:31.113Z
7055,64,4015,2,270,0,16.622038,49.181664,2025-03-09T07:55:31.113Z
21569,701,318,4,-1,0,16.798771,49.202305,2025-03-09T07:55:31.113Z
21033,106,206,4,225,1,17.019646,49.03207,2025-03-09T07:55:31.107Z
1840,4,4031,0,45,0,16.653133,49.228222,2025-03-09T07:55:31.107Z
21856,262,206,4,270,0,16.749117,49.53186,2025-03-09T07:55:31.113Z
1946,6,4020,0,90,2,16.604208,49.197445,2025-03-09T07:55:31.113Z
2690,50,4019,2,270,0,16.532528,49.226505,2025-03-09T07:55:31.114Z
7060,58,4008,2,90,3,16.681713,49.200066,2025-03-09T07:55:31.114Z
21019,106,203,4,180,0,16.956905,49.040974,2025-03-09T07:55:31.114Z
31023,S2,4719,5,0,0,16.571095,49.55571,2025-03-09T07:55:31.114Z
7530,65,4005,2,225,0,16.582544,49.253426,2025-03-09T07:55:31.114Z
22019,xS3,4923,4,180,0,16.081167,49.384636,2025-03-09T07:55:31.114Z
7096,64,4017,2,180,0,16.653238,49.215103,2025-03-09T07:55:31.114Z
21611,812,221,4,315,0,16.064499,48.993698,2025-03-09T07:55:31.114Z
3629,33,4012,1,90,0,16.614552,49.191673,2025-03-09T07:55:31.114Z
7071,75,4007,2,0,2,16.644011,49.215542,2025-03-09T07:55:31.114Z
21354,655,266,4,90,0,16.962162,49.039524,2025-03-09T07:55:31.115Z
7731,57,4019,2,135,0,16.628426,49.235065,2025-03-09T07:55:31.115Z
7725,41,4004,2,135,0,16.591854,49.228523,2025-03-09T07:55:31.115Z
21765,602,351,4,45,0,16.630926,49.189602,2025-03-09T07:55:31.115Z
1763,8,4035,0,315,0,16.684376,49.210514,2025-03-09T07:55:31.115Z
1939,12,3028,0,45,0,16.621574,49.175503,2025-03-09T07:55:31.115Z
31026,S2,4717,5,225,0,16.632366,49.197411,2025-03-09T07:55:31.115Z
21329,810,222,4,270,0,16.177809,48.883625,2025-03-09T07:55:31.115Z
1831,1,4026,0,45,2,16.609196,49.190144,2025-03-09T07:55:31.115Z
3620,26,4009,1,90,0,16.605558,49.207966,2025-03-09T07:55:31.115Z
21520,104,252,4,45,0,16.524601,48.981819,2025-03-09T07:55:31.116Z
21278,671,130,4,0,2,17.124716,49.017944,2025-03-09T07:55:31.116Z
7112,67,4017,2,135,1,16.609627,49.208618,2025-03-09T07:55:31.116Z
21058,273,202,4,0,19,16.57065,49.558022,2025-03-09T07:55:31.116Z
21506,301,205,4,0,2,16.580563,49.409512,2025-03-09T07:55:31.116Z
30211,S31,14902,5,315,0,16.126377,49.561333,2025-03-09T07:55:31.116Z
3632,26,4012,1,225,0,16.614958,49.211842,2025-03-09T07:55:31.116Z
21236,521,206,4,-1,0,16.735781,48.938217,2025-03-09T07:55:31.116Z
21792,153,422,4,315,0,16.375198,49.102322,2025-03-09T07:55:31.116Z
17206,261,281,4,315,2,16.962988,49.486732,2025-03-09T07:55:31.116Z
21660,161,101,4,90,0,16.544809,49.173584,2025-03-09T07:55:31.116Z
30093,S9,4206,5,225,2,17.292448,48.939667,2025-03-09T07:55:31.116Z
7046,x4,4023,2,135,1,16.585775,49.199863,2025-03-09T07:55:31.116Z
1562,6,4018,0,315,1,16.594702,49.223797,2025-03-09T07:55:31.116Z
7076,52,4009,2,90,0,16.526098,49.220573,2025-03-09T07:55:31.116Z
1931,2,4025,0,180,2,16.594864,49.183571,2025-03-09T07:55:31.107Z
1837,4,4025,0,180,0,16.625904,49.199806,2025-03-09T07:55:31.107Z
1927,6,4031,0,180,0,16.594824,49.230713,2025-03-09T07:55:31.116Z
21783,109,703,4,-1,0,16.6164,49.185589,2025-03-09T07:55:31.116Z
21709,222,207,4,180,0,16.642265,49.370331,2025-03-09T07:55:31.116Z
1827,5,4017,0,270,1,16.604866,49.197567,2025-03-09T07:55:31.116Z
7059,77,4011,2,135,0,16.688868,49.164883,2025-03-09T07:55:31.107Z
21592,541,201,4,270,0,16.858791,48.995926,2025-03-09T07:55:31.108Z
1948,3,4017,0,270,0,16.585726,49.210651,2025-03-09T07:55:31.108Z
31031,S3,4637,5,180,5,16.590631,49.237514,2025-03-09T07:55:31.108Z
31021,S2,4012,5,90,0,16.734016,49.108078,2025-03-09T07:55:31.108Z
22027,664,205,4,0,0,17.174147,48.945618,2025-03-09T07:55:31.108Z
3075,37,4023,1,90,0,16.534653,49.188133,2025-03-09T07:55:31.109Z
1834,1,4043,0,135,0,16.579044,49.247036,2025-03-09T07:55:31.109Z
21037,666,256,4,315,1,17.248749,49.056801,2025-03-09T07:55:31.109Z
2044,78,4029,2,0,0,16.635815,49.202538,2025-03-09T07:55:31.109Z
30135,R9,986,5,270,5,16.389748,49.359299,2025-03-09T07:55:31.109Z
31003,S2,4710,5,315,0,16.586134,49.508053,2025-03-09T07:55:31.110Z
3076,37,4016,1,225,2,16.565495,49.19313,2025-03-09T07:55:31.110Z
21743,812,202,4,225,0,16.058319,49.026985,2025-03-09T07:55:31.111Z
30458,S8,4506,5,225,0,16.059471,48.853004,2025-03-09T07:55:31.111Z
21644,OLY,394,4,90,0,16.633274,49.134853,2025-03-09T07:55:31.111Z
2038,50,4018,2,45,1,16.575537,49.168392,2025-03-09T07:55:31.111Z
31029,S3,4968,5,270,0,16.610018,49.029049,2025-03-09T07:55:31.111Z
30150,S9,4207,5,45,0,17.13146,48.860847,2025-03-09T07:55:31.111Z
21571,904,10,4,225,0,17.109251,48.852627,2025-03-09T07:55:31.111Z
3314,30,4021,1,135,0,16.522673,49.213875,2025-03-09T07:55:31.112Z
30353,R8,1106,5,225,11,17.420427,49.411274,2025-03-09T07:55:31.112Z
21332,572,208,4,180,0,16.984262,48.751003,2025-03-09T07:55:31.112Z
30025,S6,4110,5,0,3,17.114248,49.132988,2025-03-09T07:55:31.112Z
21122,904,11,4,180,0,17.152678,48.862972,2025-03-09T07:55:31.112Z
3332,30,4023,1,225,0,16.522543,49.213917,2025-03-09T07:55:31.112Z
1829,5,4015,0,180,2,16.594938,49.183853,2025-03-09T07:55:31.112Z
3311,30,4019,1,180,0,16.554379,49.219784,2025-03-09T07:55:31.112Z
7091,70,4082,2,0,0,16.59366,49.258961,2025-03-09T07:55:31.109Z
21957,235,203,4,90,0,16.54565,49.407074,2025-03-09T07:55:31.109Z
30121,S6,1764,5,225,1,17.387823,48.952644,2025-03-09T07:55:31.109Z
21583,104,201,4,180,4,16.382885,48.732765,2025-03-09T07:55:31.112Z
21196,663,428,4,135,1,17.089489,48.916187,2025-03-09T07:55:31.112Z
30460,S52,14508,5,270,0,16.781437,48.889591,2025-03-09T07:55:31.112Z
1722,8,4029,0,0,0,16.567415,49.17609,2025-03-09T07:55:31.112Z
3330,37,4019,1,45,0,16.544376,49.193913,2025-03-09T07:55:31.112Z
21462,301,451,4,45,0,16.595682,49.230587,2025-03-09T07:55:31.112Z
1815,2,4031,0,225,0,16.64139,49.202831,2025-03-09T07:55:31.112Z
3333,37,4017,1,45,2,16.5924,49.189575,2025-03-09T07:55:31.112Z
21668,602,356,4,270,0,16.723574,49.182983,2025-03-09T07:55:31.113Z
1917,9,4024,0,270,0,16.615723,49.191772,2025-03-09T07:55:31.113Z
21476,822,237,4,90,0,16.318018,48.88163,2025-03-09T07:55:31.113Z
21263,401,205,4,315,1,16.410238,49.210365,2025-03-09T07:55:31.113Z
3325,30,4017,1,180,0,16.598593,49.226009,2025-03-09T07:55:31.113Z
30350,R8,1104,5,270,2,16.607342,49.181705,2025-03-09T07:55:31.113Z
1844,7,4005,0,180,0,16.615421,49.216106,2025-03-09T07:55:31.113Z
21820,655,302,4,270,0,16.974016,48.983158,2025-03-09T07:55:31.113Z
3618,36,4016,1,315,0,16.557657,49.225628,2025-03-09T07:55:31.110Z
7067,52,4014,2,45,0,16.531601,49.227604,2025-03-09T07:55:31.110Z
22043,512,305,4,0,0,16.472345,49.072548,2025-03-09T07:55:31.109Z
2043,84,4017,2,90,0,16.568653,49.214886,2025-03-09T07:55:31.110Z
21139,74,309,4,90,1,16.620865,49.18174,2025-03-09T07:55:31.112Z
7702,41,4055,2,270,3,16.577995,49.262897,2025-03-09T07:55:31.111Z
21192,662,203,4,225,0,17.100758,48.991257,2025-03-09T07:55:31.111Z
3663,27,4302,1,0,0,16.654915,49.203182,2025-03-09T07:55:31.111Z
2687,44,4025,2,-1,0,16.615829,49.183937,2025-03-09T07:55:31.112Z
1906,3,4020,0,45,0,16.641537,49.202026,2025-03-09T07:55:31.111Z
2033,50,4017,2,135,0,16.543783,49.184196,2025-03-09T07:55:31.112Z
1809,2,4027,0,180,1,16.613981,49.193619,2025-03-09T07:55:31.112Z
2672,78,4022,2,90,0,16.651449,49.134041,2025-03-09T07:55:31.112Z
3672,25,4017,1,90,2,16.586857,49.189346,2025-03-09T07:55:31.112Z
21271,701,315,4,90,5,16.669127,49.183167,2025-03-09T07:55:31.112Z
21291,151,308,4,0,0,16.722521,49.183525,2025-03-09T07:55:31.112Z
1807,5,4508,0,45,2,16.62421,49.204933,2025-03-09T07:55:31.112Z
1908,12,3026,0,0,1,16.614445,49.190968,2025-03-09T07:55:31.112Z
30080,S4,4806,5,270,1,16.597439,49.161465,2025-03-09T07:55:31.112Z
1856,4,4024,0,135,0,16.610083,49.192757,2025-03-09T07:55:31.112Z
3327,30,4014,1,225,1,16.594612,49.228867,2025-03-09T07:55:31.112Z
21118,911,203,4,45,1,17.28697,48.88541,2025-03-09T07:55:31.112Z
1915,12,3022,0,315,0,16.577059,49.231411,2025-03-09T07:55:31.112Z
7105,67,4015,2,180,0,16.630119,49.15646,2025-03-09T07:55:31.113Z
7715,54,4016,2,135,0,16.49432,49.216114,2025-03-09T07:55:31.114Z
7114,67,4016,2,0,3,16.626148,49.190098,2025-03-09T07:55:31.114Z
21293,201,211,4,0,0,16.635727,49.202053,2025-03-09T07:55:31.114Z
3634,31,4018,1,90,0,16.726343,49.166481,2025-03-09T07:55:31.114Z
21258,109,603,4,315,0,16.810717,49.027897,2025-03-09T07:55:31.114Z
21884,803,308,4,225,0,16.071747,48.851345,2025-03-09T07:55:31.114Z
1910,2,4024,0,45,0,16.617668,49.19738,2025-03-09T07:55:31.114Z
1921,12,3025,0,45,0,16.610172,49.190407,2025-03-09T07:55:31.114Z
21523,402,206,4,180,3,16.418362,49.227219,2025-03-09T07:55:31.114Z
1112,1,4024,0,315,0,16.600773,49.213631,2025-03-09T07:55:31.112Z
7081,75,4008,2,180,1,16.643881,49.215225,2025-03-09T07:55:31.112Z
21448,OLY,305,4,315,0,16.61532,49.185497,2025-03-09T07:55:31.112Z
7683,x49,4011,2,270,0,16.621647,49.174961,2025-03-09T07:55:31.112Z
1849,4,4027,0,180,1,16.644711,49.222145,2025-03-09T07:55:31.112Z
7089,40,4007,2,90,2,16.653313,49.154087,2025-03-09T07:55:31.113Z
30248,R11,668,5,135,0,16.064333,49.223,2025-03-09T07:55:31.113Z
30034,S71,3812,5,270,2,17.03437,49.284103,2025-03-09T07:55:31.113Z
3678,31,4020,1,135,2,16.668961,49.182259,2025-03-09T07:55:31.113Z
1715,8,4031,0,225,0,16.602686,49.184765,2025-03-09T07:55:31.114Z
30084,S6,1761,5,135,5,17.26359,48.968941,2025-03-09T07:55:31.113Z
7529,68,4004,2,90,1,16.552685,49.187817,2025-03-09T07:55:31.113Z
21449,105,361,4,135,0,16.617628,49.185417,2025-03-09T07:55:31.113Z
30160,S6,4113,5,90,0,16.918144,49.146313,2025-03-09T07:55:31.113Z
3626,36,4022,1,270,0,16.60498,49.198315,2025-03-09T07:55:31.116Z
7082,57,4018,2,180,1,16.643278,49.212517,2025-03-09T07:55:31.116Z
1907,12,3024,0,315,1,16.599699,49.201157,2025-03-09T07:55:31.116Z
1207,10,4007,0,180,0,16.672453,49.202736,2025-03-09T07:55:31.114Z
3322,32,4904,1,270,0,16.586401,49.228603,2025-03-09T07:55:31.113Z
21253,540,201,4,0,0,16.735563,48.938309,2025-03-09T07:55:31.114Z
1924,9,4027,0,135,1,16.620361,49.207943,2025-03-09T07:55:31.114Z
3627,33,4011,1,225,1,16.687841,49.178165,2025-03-09T07:55:31.114Z
21911,910,202,4,270,0,17.325434,48.898743,2025-03-09T07:55:31.114Z
21712,313,203,4,90,0,16.545395,49.407082,2025-03-09T07:55:31.114Z
21194,822,238,4,270,0,16.31633,48.881744,2025-03-09T07:55:31.114Z
21567,153,384,4,45,0,16.453232,49.314243,2025-03-09T07:55:31.115Z
30059,S31,1780,5,315,0,16.38135,49.382954,2025-03-09T07:55:31.115Z
30189,R12,914,5,45,0,16.612648,49.190464,2025-03-09T07:55:31.115Z
7049,x49,4009,2,0,3,16.60673,49.133221,2025-03-09T07:55:31.115Z
1813,5,4014,0,0,0,16.597315,49.171574,2025-03-09T07:55:31.115Z
30030,R13,805,5,135,0,16.704597,48.913143,2025-03-09T07:55:31.115Z
1901,6,4025,0,225,1,16.580746,49.170811,2025-03-09T07:55:31.115Z
2683,50,4015,2,0,0,16.616032,49.17094,2025-03-09T07:55:31.114Z
31055,S51,14609,5,315,0,16.705776,48.912724,2025-03-09T07:55:31.115Z
21711,157,204,4,45,3,16.768555,49.290932,2025-03-09T07:55:31.115Z
2661,78,4026,2,180,0,16.632088,49.141479,2025-03-09T07:55:31.115Z
30054,R13,814,5,315,1,16.806993,48.879372,2025-03-09T07:55:31.115Z
21557,504,306,4,90,5,16.550224,49.080502,2025-03-09T07:55:31.115Z
1764,8,4026,0,90,0,16.625854,49.191227,2025-03-09T07:55:31.115Z
1811,2,4030,0,45,0,16.598511,49.164585,2025-03-09T07:55:31.115Z
21921,934,202,4,180,0,17.266436,48.972473,2025-03-09T07:55:31.115Z
30461,S91,2743,5,45,0,17.38229,48.948521,2025-03-09T07:55:31.115Z
3326,39,4013,1,135,0,16.575594,49.201092,2025-03-09T07:55:31.115Z
7730,52,4012,2,135,1,16.48912,49.203598,2025-03-09T07:55:31.115Z
2666,78,4020,2,270,0,16.691822,49.207176,2025-03-09T07:55:31.116Z
21398,152,210,4,0,0,16.649017,49.336994,2025-03-09T07:55:31.115Z
2016,84,4023,2,135,0,16.643351,49.201546,2025-03-09T07:55:31.116Z
7052,75,4058,2,-1,0,16.645411,49.235165,2025-03-09T07:55:31.116Z
21225,157,255,4,270,0,16.874529,49.275581,2025-03-09T07:55:31.116Z
7042,64,4018,2,90,1,16.634838,49.19611,2025-03-09T07:55:31.116Z
3621,26,4011,1,90,0,16.559334,49.176456,2025-03-09T07:55:31.116Z
1114,1,4033,0,0,0,16.571451,49.21088,2025-03-09T07:55:31.114Z
2682,44,4015,2,45,4,16.593359,49.189819,2025-03-09T07:55:31.114Z
21986,702,314,4,315,3,16.614996,49.189335,2025-03-09T07:55:31.114Z
1918,3,4015,0,225,0,16.543343,49.218784,2025-03-09T07:55:31.115Z
21972,411,102,4,45,4,16.351063,49.322079,2025-03-09T07:55:31.114Z
2025,55,4010,2,225,2,16.667244,49.202572,2025-03-09T07:55:31.115Z
21509,333,107,4,0,0,16.409918,49.390202,2025-03-09T07:55:31.115Z
7064,52,4011,2,270,0,16.496737,49.207111,2025-03-09T07:55:31.115Z
