id,line,route_id,vehicle_type,bearing,delay,longitude,latitude,last_update
7682,49,4503,2,315,0,16.640999,49.176197,2025-03-09T07:52:30.055Z
21776,602,201,4,180,0,16.972425,49.151955,2025-03-09T07:52:30.056Z
1839,1,4022,0,315,0,16.584879,49.238956,2025-03-09T07:52:30.056Z
30159,S41,4406,5,180,0,16.607182,49.181904,2025-03-09T07:52:30.056Z
7043,x4,4025,2,45,0,16.607056,49.21883,2025-03-09T07:52:30.056Z
1101,1,4041,0,135,1,16.585564,49.238152,2025-03-09T07:52:30.056Z
21322,105,206,4,90,0,16.617981,49.185257,2025-03-09T07:52:30.056Z
21499,801,306,4,180,0,16.064564,48.85556,2025-03-09T07:52:30.056Z
1949,3,4024,0,90,0,16.561344,49.212914,2025-03-09T07:52:30.056Z
7717,70,4085,2,180,1,16.588436,49.242222,2025-03-09T07:52:30.056Z
21199,550,203,4,45,4,16.770115,48.877937,2025-03-09T07:52:30.056Z
7532,69,4006,2,270,1,16.565275,49.164356,2025-03-09T07:52:30.056Z
2040,78,4025,2,180,0,16.695353,49.190472,2025-03-09T07:52:30.056Z
2635,44,4023,2,0,0,16.646721,49.194946,2025-03-09T07:52:30.056Z
22041,514,306,4,225,1,16.610512,49.089279,2025-03-09T07:52:30.056Z
2023,84,4021,2,270,0,16.595516,49.186913,2025-03-09T07:52:30.056Z
7701,41,4005,2,270,0,16.595833,49.230556,2025-03-09T07:52:30.056Z
2679,44,4019,2,225,0,16.570158,49.21521,2025-03-09T07:52:30.056Z
7072,58,4009,2,270,0,16.688404,49.202557,2025-03-09T07:52:30.056Z
21690,108,308,4,90,0,16.50593,48.978756,2025-03-09T07:52:30.056Z
30454,S91,2703,5,315,1,17.222099,48.878448,2025-03-09T07:52:30.056Z
7095,46,4017,2,270,0,16.617863,49.212891,2025-03-09T07:52:30.057Z
21041,105,387,4,135,0,16.53908,48.873482,2025-03-09T07:52:30.057Z
21226,405,405,4,270,0,16.484421,49.182957,2025-03-09T07:52:40.107Z
1810,5,4016,0,135,0,16.598152,49.164429,2025-03-09T07:52:40.107Z
21780,231,206,4,315,0,16.746584,49.361267,2025-03-09T07:52:40.107Z
21103,512,304,4,315,0,16.488932,49.042336,2025-03-09T07:52:40.107Z
30346,R8,1107,5,45,2,17.160292,49.335079,2025-03-09T07:52:40.107Z
1841,1,4035,0,270,1,16.607088,49.189186,2025-03-09T07:52:40.107Z
1902,9,4020,0,45,1,16.617392,49.218399,2025-03-09T07:52:40.107Z
1736,8,4024,0,315,0,16.665747,49.197216,2025-03-09T07:52:40.107Z
1224,3,4022,0,135,0,16.601913,49.199341,2025-03-09T07:52:40.107Z
3676,27,4305,1,180,0,16.641943,49.202206,2025-03-09T07:52:40.107Z
31005,S2,4712,5,225,0,16.613419,49.190651,2025-03-09T07:52:40.107Z
1922,9,4025,0,180,0,16.608732,49.194386,2025-03-09T07:52:40.107Z
3321,30,4016,1,0,0,16.622787,49.256958,2025-03-09T07:52:40.107Z
7069,40,4014,2,270,0,16.589901,49.172981,2025-03-09T07:52:40.107Z
7102,67,4014,2,225,5,16.570923,49.216187,2025-03-09T07:52:40.107Z
3317,36,4018,1,135,0,16.571745,49.220058,2025-03-09T07:52:40.108Z
21106,505,403,4,315,1,16.611229,49.049614,2025-03-09T07:52:40.108Z
21498,802,306,4,315,1,16.052349,48.86079,2025-03-09T07:52:40.108Z
7735,42,4009,2,90,0,16.578377,49.262897,2025-03-09T07:52:40.108Z
7536,65,4006,2,0,0,16.576944,49.231812,2025-03-09T07:52:40.108Z
30459,S91,22752,5,225,0,17.242657,48.871368,2025-03-09T07:52:40.108Z
21582,336,107,4,225,2,16.354052,49.360306,2025-03-09T07:52:40.108Z
21152,815,411,4,-1,0,16.056616,48.851753,2025-03-09T07:52:40.108Z
1945,3,4028,0,45,0,16.519302,49.225693,2025-03-09T07:52:40.109Z
21789,804,311,4,0,1,16.039471,48.875751,2025-03-09T07:52:40.109Z
7828,E76,4011,2,90,0,16.692343,49.154873,2025-03-09T07:52:40.109Z
1724,8,4030,0,180,0,16.567293,49.17588,2025-03-09T07:52:40.109Z
3065,32,4002,1,315,0,16.602026,49.199707,2025-03-09T07:52:40.111Z
21916,819,301,4,0,0,16.056721,48.8517,2025-03-09T07:52:40.108Z
1903,3,4021,0,225,0,16.641293,49.202816,2025-03-09T07:52:40.108Z
21730,224,222,4,90,0,16.622301,49.356907,2025-03-09T07:52:40.108Z
21597,803,306,4,270,1,16.054173,48.856182,2025-03-09T07:52:40.108Z
21875,109,606,4,270,0,16.885853,48.993591,2025-03-09T07:52:40.108Z
21052,233,262,4,135,3,16.736673,49.417782,2025-03-09T07:52:40.108Z
21669,934,261,4,315,0,17.372255,48.944145,2025-03-09T07:52:40.108Z
1823,4,4022,0,90,0,16.622461,49.198887,2025-03-09T07:52:40.108Z
3324,37,4025,1,180,0,16.567659,49.175327,2025-03-09T07:52:40.109Z
30019,S41,4407,5,135,0,16.544186,49.16497,2025-03-09T07:52:40.109Z
31027,S3,4967,5,180,0,16.605358,49.085228,2025-03-09T07:52:40.112Z
30237,S81,24805,5,225,1,16.059471,48.853004,2025-03-09T07:52:40.112Z
21044,820,206,4,0,0,16.057337,48.852097,2025-03-09T07:52:40.112Z
21934,304,237,4,270,0,16.533937,49.298157,2025-03-09T07:52:40.112Z
7534,302,4016,2,0,0,16.531038,49.227661,2025-03-09T07:52:40.112Z
3625,36,4011,1,45,0,16.568693,49.217007,2025-03-09T07:52:40.112Z
30055,S2,4013,5,180,1,16.631304,49.395947,2025-03-09T07:52:40.107Z
3303,39,4011,1,180,1,16.605087,49.197918,2025-03-09T07:52:40.107Z
30049,S21,14744,5,-1,1,16.611706,49.478794,2025-03-09T07:52:40.107Z
21786,804,313,4,-1,0,16.087616,48.838932,2025-03-09T07:52:40.107Z
1853,1,4032,0,135,0,16.508057,49.218311,2025-03-09T07:52:40.107Z
21923,655,265,4,180,1,17.029448,49.063877,2025-03-09T07:52:40.108Z
21060,504,307,4,180,0,16.604963,49.111423,2025-03-09T07:52:40.108Z
3635,27,4301,1,45,0,16.681192,49.205833,2025-03-09T07:52:40.108Z
1569,6,4022,0,0,0,16.595352,49.178036,2025-03-09T07:52:40.108Z
30131,S82,2206,5,0,0,16.059471,48.853004,2025-03-09T07:52:40.109Z
7107,67,4019,2,90,0,16.550806,49.211628,2025-03-09T07:52:40.109Z
2637,44,4021,2,315,0,16.622282,49.223431,2025-03-09T07:52:40.109Z
21733,258,222,4,135,0,16.600361,49.458759,2025-03-09T07:52:40.109Z
3680,25,4015,1,90,2,16.633146,49.214436,2025-03-09T07:52:40.109Z
7099,64,4020,2,0,0,16.655704,49.128345,2025-03-09T07:52:40.109Z
21368,610,208,4,315,1,16.804577,49.090034,2025-03-09T07:52:40.111Z
21918,201,282,4,90,1,16.749825,49.293385,2025-03-09T07:52:40.112Z
1127,1,4039,0,180,0,16.6073,49.20232,2025-03-09T07:52:40.112Z
21612,750,303,4,90,0,16.969753,49.297688,2025-03-09T07:52:40.112Z
1937,12,3027,0,135,1,16.588095,49.217384,2025-03-09T07:52:40.112Z
21553,302,204,4,315,1,16.518082,49.24889,2025-03-09T07:52:40.112Z
21215,165,203,4,0,1,16.722778,48.948357,2025-03-09T07:52:40.112Z
21033,106,206,4,0,1,17.010765,49.022251,2025-03-09T07:52:40.114Z
1840,4,4031,0,45,0,16.653133,49.228222,2025-03-09T07:52:40.114Z
31016,S3,4921,5,315,0,16.417778,49.347359,2025-03-09T07:52:40.109Z
1913,7,4002,0,45,1,16.606583,49.188332,2025-03-09T07:52:40.114Z
1835,1,4031,0,315,0,16.53488,49.225986,2025-03-09T07:52:40.114Z
21527,48,304,4,315,2,16.626537,49.1693,2025-03-09T07:52:40.114Z
7827,E76,4010,2,225,0,16.614542,49.193619,2025-03-09T07:52:40.114Z
1711,8,4033,0,180,0,16.649155,49.190689,2025-03-09T07:52:40.114Z
7535,69,4007,2,225,1,16.582552,49.17112,2025-03-09T07:52:40.114Z
21317,807,303,4,180,0,16.048403,48.858383,2025-03-09T07:52:40.114Z
7077,40,4016,2,315,1,16.634586,49.162834,2025-03-09T07:52:40.114Z
1128,1,4034,0,180,0,16.508121,49.218269,2025-03-09T07:52:40.114Z
7677,47,4002,2,225,0,16.613314,49.189072,2025-03-09T07:52:40.114Z
3685,25,4902,1,180,0,16.559244,49.212582,2025-03-09T07:52:40.114Z
7058,x4,4022,2,0,1,16.593962,49.197533,2025-03-09T07:52:40.114Z
21130,612,106,4,0,0,16.72258,49.086227,2025-03-09T07:52:40.115Z
21659,256,271,4,180,0,16.607672,49.481945,2025-03-09T07:52:40.115Z
7803,42,4007,2,270,0,16.577799,49.26284,2025-03-09T07:52:40.115Z
30351,R8,1104,5,180,1,16.632339,49.177753,2025-03-09T07:52:40.115Z
21012,104,203,4,225,1,16.531094,48.985329,2025-03-09T07:52:40.115Z
31014,S3,4964,5,90,8,16.208403,49.324932,2025-03-09T07:52:40.115Z
3619,25,4018,1,180,0,16.593327,49.199497,2025-03-09T07:52:40.115Z
1938,2,4028,0,0,0,16.603418,49.137775,2025-03-09T07:52:40.115Z
31028,S3,4640,5,45,0,16.613323,49.190765,2025-03-09T07:52:40.115Z
21014,935,207,4,90,0,17.488886,48.85984,2025-03-09T07:52:40.115Z
3682,25,4016,1,225,2,16.569458,49.172306,2025-03-09T07:52:40.115Z
1934,9,4026,0,315,0,16.654354,49.196613,2025-03-09T07:52:40.116Z
2662,50,4016,2,45,0,16.532333,49.194969,2025-03-09T07:52:40.115Z
7051,52,4010,2,90,0,16.576954,49.191422,2025-03-09T07:52:40.116Z
1825,1,4030,0,135,0,16.532715,49.226986,2025-03-09T07:52:40.116Z
2678,78,4031,2,0,0,16.635742,49.201847,2025-03-09T07:52:40.116Z
7728,72,4004,2,0,1,16.571688,49.231602,2025-03-09T07:52:40.116Z
21774,201,207,4,45,1,16.744789,49.304684,2025-03-09T07:52:40.116Z
2670,49,4010,2,270,0,16.621273,49.174961,2025-03-09T07:52:40.116Z
30050,R19,863,5,180,0,16.66634,49.261051,2025-03-09T07:52:40.116Z
21420,819,203,4,-1,0,16.05682,48.851852,2025-03-09T07:52:40.116Z
1929,9,4022,0,45,0,16.607748,49.198643,2025-03-09T07:52:40.111Z
1850,5,4012,0,45,0,16.595287,49.190487,2025-03-09T07:52:40.112Z
7061,84,4015,2,90,2,16.600025,49.227016,2025-03-09T07:52:40.112Z
7094,57,4016,2,315,0,16.625546,49.244743,2025-03-09T07:52:40.114Z
1904,6,4024,0,270,0,16.55402,49.171947,2025-03-09T07:52:40.114Z
21038,163,133,4,180,2,16.354321,49.361374,2025-03-09T07:52:40.114Z
30457,S91,2706,5,315,0,17.42832,48.942982,2025-03-09T07:52:40.114Z
21331,312,353,4,225,2,16.33807,49.319031,2025-03-09T07:52:40.114Z
30037,S61,24115,5,45,0,17.31555,48.977978,2025-03-09T07:52:40.114Z
30146,R9,975,5,135,1,16.108559,49.365894,2025-03-09T07:52:40.114Z
21481,312,208,4,270,2,16.380869,49.279758,2025-03-09T07:52:40.114Z
3320,37,4021,1,270,0,16.564005,49.178272,2025-03-09T07:52:40.114Z
3679,31,4017,1,270,2,16.666708,49.183578,2025-03-09T07:52:40.114Z
1082,1,4028,0,135,0,16.569132,49.195026,2025-03-09T07:52:40.114Z
1845,7,4003,0,225,0,16.602636,49.184814,2025-03-09T07:52:40.114Z
2663,55,4009,2,90,2,16.663567,49.18961,2025-03-09T07:52:40.114Z
21855,562,109,4,90,0,16.857721,48.756733,2025-03-09T07:52:40.114Z
22037,667,267,4,45,1,17.168201,49.039589,2025-03-09T07:52:40.114Z
7091,70,4082,2,45,0,16.58234,49.251423,2025-03-09T07:52:40.114Z
21957,235,203,4,90,1,16.54565,49.407074,2025-03-09T07:52:40.114Z
30121,S6,1764,5,135,0,17.456856,49.067223,2025-03-09T07:52:40.114Z
21275,250,332,4,225,0,16.652876,49.491383,2025-03-09T07:52:40.115Z
22043,512,305,4,225,0,16.493216,49.075077,2025-03-09T07:52:40.115Z
3618,36,4016,1,0,0,16.554451,49.219074,2025-03-09T07:52:40.115Z
2043,84,4017,2,0,0,16.560213,49.215797,2025-03-09T07:52:40.115Z
21192,662,203,4,225,0,17.105474,49.000256,2025-03-09T07:52:40.115Z
3663,27,4302,1,270,0,16.667007,49.201008,2025-03-09T07:52:40.116Z
1809,2,4027,0,225,2,16.618872,49.197975,2025-03-09T07:52:40.116Z
2033,50,4017,2,180,0,16.5299,49.192295,2025-03-09T07:52:40.116Z
1906,3,4020,0,90,0,16.628311,49.202961,2025-03-09T07:52:40.116Z
7702,41,4055,2,0,3,16.580029,49.262508,2025-03-09T07:52:40.115Z
3672,25,4017,1,90,1,16.571451,49.193439,2025-03-09T07:52:40.116Z
2672,78,4022,2,270,0,16.635685,49.13942,2025-03-09T07:52:40.116Z
3623,26,4010,1,225,1,16.564461,49.193115,2025-03-09T07:52:40.116Z
1837,4,4025,0,180,0,16.62709,49.207169,2025-03-09T07:52:40.114Z
1943,9,4023,0,0,1,16.633682,49.192081,2025-03-09T07:52:40.117Z
30013,S2,4010,5,45,0,16.648392,49.33886,2025-03-09T07:52:40.117Z
30076,S4,4809,5,90,1,16.470402,49.152237,2025-03-09T07:52:40.117Z
21029,233,251,4,45,1,16.678368,49.359928,2025-03-09T07:52:40.118Z
21683,420,304,4,45,0,16.265106,49.247211,2025-03-09T07:52:40.115Z
22017,xS3,4964,4,225,2,16.095245,49.385601,2025-03-09T07:52:40.118Z
21271,701,315,4,135,4,16.652021,49.189297,2025-03-09T07:52:40.116Z
21291,151,308,4,0,0,16.721895,49.173168,2025-03-09T07:52:40.117Z
1807,5,4508,0,180,0,16.613729,49.200943,2025-03-09T07:52:40.117Z
1908,12,3026,0,0,1,16.618393,49.185246,2025-03-09T07:52:40.118Z
1856,4,4024,0,180,0,16.607389,49.197445,2025-03-09T07:52:40.118Z
1931,2,4025,0,270,1,16.594963,49.188942,2025-03-09T07:52:40.114Z
7059,77,4012,2,135,0,16.688868,49.164917,2025-03-09T07:52:40.114Z
21592,541,201,4,0,0,16.863625,48.988617,2025-03-09T07:52:40.114Z
31031,S3,4637,5,135,6,16.59008,49.256546,2025-03-09T07:52:40.114Z
1948,3,4017,0,315,0,16.594604,49.205101,2025-03-09T07:52:40.114Z
31021,S2,4012,5,90,0,16.73403,49.108032,2025-03-09T07:52:40.114Z
22027,664,205,4,0,0,17.16836,48.929573,2025-03-09T07:52:40.114Z
3075,37,4014,1,180,0,16.5298,49.191551,2025-03-09T07:52:40.114Z
1834,1,4914,0,315,1,16.58252,49.242641,2025-03-09T07:52:40.114Z
7056,57,4014,2,315,0,16.630501,49.28854,2025-03-09T07:52:40.115Z
2044,78,4029,2,0,0,16.635872,49.202499,2025-03-09T07:52:40.115Z
31003,S2,4710,5,0,0,16.604523,49.490063,2025-03-09T07:52:40.115Z
3076,37,4016,1,270,1,16.58378,49.189854,2025-03-09T07:52:40.115Z
21743,812,202,4,45,0,16.082823,49.023746,2025-03-09T07:52:40.115Z
30135,R9,986,5,315,4,16.417601,49.347504,2025-03-09T07:52:40.115Z
30458,S8,4506,5,225,0,16.063721,48.855621,2025-03-09T07:52:40.115Z
2038,50,4018,2,270,0,16.585051,49.166218,2025-03-09T07:52:40.115Z
21644,OLY,394,4,180,0,16.630411,49.157097,2025-03-09T07:52:40.115Z
30150,S9,4207,5,45,1,17.121065,48.855865,2025-03-09T07:52:40.115Z
31029,S3,4968,5,-1,0,16.617029,49.032471,2025-03-09T07:52:40.116Z
21571,904,10,4,135,0,17.109844,48.858021,2025-03-09T07:52:40.116Z
21899,930,210,4,135,0,17.370813,48.943951,2025-03-09T07:52:40.116Z
3314,30,4021,1,135,0,16.522697,49.213966,2025-03-09T07:52:40.116Z
21332,572,208,4,225,1,16.991928,48.76178,2025-03-09T07:52:40.116Z
30353,R8,1106,5,180,11,17.451511,49.435684,2025-03-09T07:52:40.116Z
21970,569,104,4,0,1,16.883123,48.752052,2025-03-09T07:52:40.119Z
2017,78,4023,2,225,1,16.638111,49.135254,2025-03-09T07:52:40.119Z
21876,201,209,4,180,4,16.663349,49.209187,2025-03-09T07:52:40.119Z
1710,8,4028,0,45,0,16.593115,49.174252,2025-03-09T07:52:40.119Z
3306,38,4013,1,-1,0,16.570549,49.199657,2025-03-09T07:52:40.119Z
7055,64,4015,2,180,0,16.626163,49.190567,2025-03-09T07:52:40.119Z
1847,7,4004,0,225,0,16.553865,49.171841,2025-03-09T07:52:40.119Z
2022,50,4021,2,180,0,16.530884,49.227684,2025-03-09T07:52:40.119Z
21856,262,203,4,315,4,16.758263,49.529892,2025-03-09T07:52:40.119Z
1946,6,4020,0,90,2,16.604696,49.192238,2025-03-09T07:52:40.119Z
7060,58,4008,2,90,2,16.666332,49.200733,2025-03-09T07:52:40.119Z
21019,106,203,4,180,1,16.944763,49.06369,2025-03-09T07:52:40.119Z
31023,S2,4719,5,0,0,16.571089,49.555679,2025-03-09T07:52:40.119Z
7530,65,4005,2,225,0,16.582373,49.253418,2025-03-09T07:52:40.120Z
3629,33,4012,1,225,0,16.613396,49.192017,2025-03-09T07:52:40.120Z
7096,64,4017,2,135,0,16.657309,49.220516,2025-03-09T07:52:40.120Z
21611,812,221,4,0,0,16.076735,48.970249,2025-03-09T07:52:40.120Z
7071,75,4007,2,0,0,16.642075,49.203411,2025-03-09T07:52:40.120Z
21354,655,266,4,0,0,16.962465,49.022659,2025-03-09T07:52:40.120Z
7731,57,4019,2,180,1,16.62294,49.251865,2025-03-09T07:52:40.120Z
21765,602,351,4,45,0,16.618715,49.187008,2025-03-09T07:52:40.121Z
3327,30,4014,1,270,1,16.599316,49.227036,2025-03-09T07:52:40.118Z
30080,S4,4806,5,270,1,16.601435,49.16116,2025-03-09T07:52:40.118Z
21118,911,203,4,90,2,17.272093,48.87888,2025-03-09T07:52:40.118Z
1915,12,3022,0,315,0,16.583115,49.224667,2025-03-09T07:52:40.118Z
1112,1,4024,0,315,1,16.605314,49.20599,2025-03-09T07:52:40.118Z
7081,75,4008,2,180,1,16.644768,49.224667,2025-03-09T07:52:40.118Z
21448,OLY,305,4,315,1,16.622423,49.174675,2025-03-09T07:52:40.118Z
7683,x49,4010,2,315,2,16.626318,49.169685,2025-03-09T07:52:40.118Z
1849,4,4027,0,270,0,16.652376,49.228207,2025-03-09T07:52:40.118Z
30025,S6,4110,5,0,3,17.114248,49.132988,2025-03-09T07:52:40.116Z
3332,30,4023,1,225,0,16.522543,49.213917,2025-03-09T07:52:40.116Z
21122,904,11,4,45,0,17.138929,48.860233,2025-03-09T07:52:40.116Z
1829,5,4015,0,270,2,16.594116,49.19025,2025-03-09T07:52:40.118Z
3311,30,4019,1,135,0,16.539917,49.219246,2025-03-09T07:52:40.118Z
21583,104,201,4,90,4,16.380648,48.750866,2025-03-09T07:52:40.118Z
21196,663,428,4,180,1,17.098631,48.919888,2025-03-09T07:52:40.118Z
30460,S52,14508,5,270,0,16.78791,48.88773,2025-03-09T07:52:40.118Z
1722,8,4029,0,270,0,16.570402,49.168873,2025-03-09T07:52:40.118Z
21139,74,309,4,270,0,16.616447,49.186127,2025-03-09T07:52:40.118Z
3330,37,4019,1,45,0,16.531918,49.194557,2025-03-09T07:52:40.118Z
1815,2,4022,0,45,0,16.641455,49.201977,2025-03-09T07:52:40.118Z
1940,2,4032,0,90,0,16.604477,49.126602,2025-03-09T07:52:40.118Z
21462,301,451,4,45,0,16.595682,49.230587,2025-03-09T07:52:40.118Z
3333,37,4017,1,135,1,16.576115,49.191685,2025-03-09T07:52:40.118Z
21073,602,232,4,225,0,17.001568,49.147995,2025-03-09T07:52:40.118Z
21820,655,302,4,0,2,16.97727,48.975525,2025-03-09T07:52:40.118Z
21668,602,356,4,270,0,16.758701,49.184032,2025-03-09T07:52:40.118Z
1917,9,4024,0,270,0,16.628899,49.191284,2025-03-09T07:52:40.118Z
21476,822,237,4,0,0,16.311199,48.877018,2025-03-09T07:52:40.118Z
21263,401,205,4,270,1,16.426254,49.192875,2025-03-09T07:52:40.119Z
3325,30,4017,1,45,0,16.593269,49.228043,2025-03-09T07:52:40.119Z
30350,R8,1104,5,270,2,16.801079,49.164452,2025-03-09T07:52:40.119Z
1844,7,4005,0,180,0,16.622314,49.224895,2025-03-09T07:52:40.119Z
7105,67,4015,2,135,0,16.624048,49.172485,2025-03-09T07:52:40.119Z
7725,41,4004,2,135,0,16.579557,49.237671,2025-03-09T07:52:40.120Z
1763,8,4035,0,270,0,16.692326,49.207298,2025-03-09T07:52:40.121Z
31026,S2,4717,5,180,0,16.636509,49.205864,2025-03-09T07:52:40.121Z
1939,12,3023,0,180,0,16.621532,49.177044,2025-03-09T07:52:40.121Z
21329,810,222,4,225,0,16.192463,48.888222,2025-03-09T07:52:40.121Z
1831,1,4026,0,45,2,16.598747,49.188843,2025-03-09T07:52:40.121Z
3620,26,4009,1,45,0,16.596004,49.205128,2025-03-09T07:52:40.121Z
21520,104,252,4,90,0,16.522446,48.9809,2025-03-09T07:52:40.121Z
21278,671,130,4,180,1,17.128418,49.018261,2025-03-09T07:52:40.122Z
21880,156,204,4,225,0,17.001362,49.148098,2025-03-09T07:52:40.122Z
7112,67,4017,2,225,1,16.605152,49.216976,2025-03-09T07:52:40.122Z
21050,251,214,4,180,0,16.711636,49.63266,2025-03-09T07:52:40.122Z
21058,273,202,4,0,16,16.57065,49.558022,2025-03-09T07:52:40.122Z
7715,54,4016,2,315,0,16.508904,49.218773,2025-03-09T07:52:40.119Z
30211,S31,14902,5,315,0,16.126377,49.561333,2025-03-09T07:52:40.122Z
21506,301,205,4,45,3,16.581276,49.384544,2025-03-09T07:52:40.122Z
21181,611,204,4,0,0,16.85471,49.08252,2025-03-09T07:52:40.122Z
3632,26,4012,1,270,0,16.623779,49.214558,2025-03-09T07:52:40.122Z
17206,261,281,4,315,1,16.96875,49.470848,2025-03-09T07:52:40.123Z
21792,153,421,4,90,0,16.371929,49.103622,2025-03-09T07:52:40.122Z
21660,161,101,4,45,0,16.527472,49.173393,2025-03-09T07:52:40.123Z
7114,67,4016,2,90,2,16.622803,49.181633,2025-03-09T07:52:40.119Z
21293,201,211,4,0,0,16.635727,49.202053,2025-03-09T07:52:40.119Z
3634,31,4018,1,135,0,16.715096,49.168247,2025-03-09T07:52:40.119Z
21884,803,308,4,225,0,16.072927,48.853245,2025-03-09T07:52:40.120Z
30093,S9,4206,5,225,2,17.312641,48.975307,2025-03-09T07:52:40.123Z
21258,109,603,4,135,0,16.807739,49.025524,2025-03-09T07:52:40.119Z
1910,2,4024,0,45,0,16.612598,49.191463,2025-03-09T07:52:40.120Z
1921,12,3025,0,180,0,16.605249,49.191807,2025-03-09T07:52:40.120Z
1715,8,4031,0,225,0,16.60997,49.190365,2025-03-09T07:52:40.120Z
21523,402,206,4,90,2,16.403681,49.236626,2025-03-09T07:52:40.120Z
1562,6,4018,0,315,1,16.598869,49.216969,2025-03-09T07:52:40.123Z
7076,52,4009,2,90,0,16.512566,49.217129,2025-03-09T07:52:40.123Z
1927,6,4031,0,180,0,16.594849,49.230721,2025-03-09T07:52:40.123Z
21804,643,271,4,180,0,17.001514,49.148144,2025-03-09T07:52:40.123Z
21709,222,207,4,270,0,16.644835,49.367844,2025-03-09T07:52:40.123Z
1827,5,4017,0,225,2,16.611271,49.200138,2025-03-09T07:52:40.123Z
3626,36,4009,1,270,0,16.605753,49.198372,2025-03-09T07:52:40.123Z
1907,12,3024,0,45,1,16.605127,49.197655,2025-03-09T07:52:40.124Z
7082,57,4017,2,45,1,16.636459,49.214054,2025-03-09T07:52:40.124Z
21712,313,203,4,135,0,16.521246,49.414692,2025-03-09T07:52:40.120Z
7714,52,4016,2,135,0,16.531601,49.227882,2025-03-09T07:52:40.118Z
21194,822,238,4,315,0,16.335152,48.874138,2025-03-09T07:52:40.120Z
30189,R12,914,5,45,0,16.612648,49.190464,2025-03-09T07:52:40.120Z
30059,S31,1780,5,0,0,16.399109,49.36573,2025-03-09T07:52:40.120Z
7049,x49,4009,2,180,4,16.604614,49.131794,2025-03-09T07:52:40.120Z
1901,6,4025,0,225,0,16.594669,49.176506,2025-03-09T07:52:40.120Z
30030,R13,805,5,135,0,16.648952,48.930172,2025-03-09T07:52:40.120Z
1813,5,4014,0,0,0,16.598618,49.165161,2025-03-09T07:52:40.120Z
31055,S51,14608,5,315,1,16.72336,48.907505,2025-03-09T07:52:40.120Z
21711,157,204,4,90,3,16.751862,49.293411,2025-03-09T07:52:40.120Z
2661,78,4026,2,180,0,16.632088,49.141479,2025-03-09T07:52:40.121Z
30054,R13,814,5,315,2,16.853203,48.838303,2025-03-09T07:52:40.121Z
21557,504,306,4,0,4,16.547977,49.074059,2025-03-09T07:52:40.121Z
1764,8,4026,0,135,0,16.614624,49.191765,2025-03-09T07:52:40.121Z
1811,2,4030,0,90,0,16.598396,49.164406,2025-03-09T07:52:40.121Z
3326,39,4013,1,270,0,16.575424,49.201229,2025-03-09T07:52:40.121Z
21921,934,202,4,135,8,17.264339,48.976013,2025-03-09T07:52:40.121Z
30461,S91,2743,5,-1,0,17.318193,48.897453,2025-03-09T07:52:40.121Z
7730,52,4012,2,135,0,16.481331,49.206753,2025-03-09T07:52:40.121Z
21398,152,210,4,90,0,16.629505,49.325382,2025-03-09T07:52:40.121Z
2666,78,4020,2,0,0,16.694393,49.201817,2025-03-09T07:52:40.121Z
7052,75,4058,2,-1,0,16.645386,49.235165,2025-03-09T07:52:40.121Z
30034,S71,3812,5,270,1,17.059229,49.291637,2025-03-09T07:52:40.119Z
30248,R11,668,5,135,0,16.064333,49.223,2025-03-09T07:52:40.119Z
7089,40,4007,2,135,1,16.638224,49.160831,2025-03-09T07:52:40.119Z
3678,31,4020,1,90,2,16.655371,49.185791,2025-03-09T07:52:40.119Z
21449,105,361,4,45,0,16.617983,49.185104,2025-03-09T07:52:40.119Z
30084,S6,1761,5,135,5,17.237099,48.972469,2025-03-09T07:52:40.119Z
30160,S6,4113,5,90,0,16.873598,49.144985,2025-03-09T07:52:40.119Z
7529,68,4004,2,270,0,16.554037,49.194702,2025-03-09T07:52:40.119Z
3322,32,4904,1,0,0,16.592529,49.223446,2025-03-09T07:52:40.119Z
21253,540,201,4,45,0,16.719322,48.933105,2025-03-09T07:52:40.119Z
1207,10,4007,0,180,0,16.672371,49.202751,2025-03-09T07:52:40.119Z
1924,9,4027,0,180,0,16.617058,49.212997,2025-03-09T07:52:40.119Z
2683,50,4015,2,90,0,16.603369,49.162907,2025-03-09T07:52:40.120Z
3627,33,4011,1,0,0,16.690243,49.18195,2025-03-09T07:52:40.120Z
21911,910,202,4,180,0,17.343172,48.917088,2025-03-09T07:52:40.120Z
1114,1,4033,0,315,0,16.567986,49.196304,2025-03-09T07:52:40.120Z
21986,702,314,4,225,2,16.629076,49.189056,2025-03-09T07:52:40.120Z
2682,44,4015,2,0,3,16.582649,49.184814,2025-03-09T07:52:40.120Z
21972,411,102,4,45,2,16.351063,49.322079,2025-03-09T07:52:40.120Z
1918,3,4015,0,315,0,16.558268,49.213989,2025-03-09T07:52:40.120Z
21509,333,107,4,270,0,16.424932,49.386456,2025-03-09T07:52:40.120Z
21684,423,321,4,180,0,16.222155,49.118874,2025-03-09T07:52:40.120Z
1603,3,4019,0,270,0,16.623388,49.204433,2025-03-09T07:52:40.120Z
1821,2,4026,0,0,0,16.594995,49.183601,2025-03-09T07:52:40.120Z
21100,642,207,4,225,2,17.066048,49.062649,2025-03-09T07:52:40.121Z
7092,40,4009,2,90,0,16.598324,49.172573,2025-03-09T07:52:40.121Z
31020,S3,4609,5,45,1,16.747227,48.910484,2025-03-09T07:52:40.121Z
